Date,CPI - monthly data (annual rate of change),Federal Funds,Discount Window,Bank Prime Loan
2017-05-04,1.875,0.91,1.5,4.0
2017-05-05,1.875,0.91,1.5,4.0
2017-05-06,1.875,0.91,1.5,4.0
2017-05-07,1.875,0.91,1.5,4.0
2017-05-08,1.875,0.91,1.5,4.0
2017-05-09,1.875,0.91,1.5,4.0
2017-05-10,1.875,0.91,1.5,4.0
2017-05-11,1.875,0.91,1.5,4.0
2017-05-12,1.875,0.91,1.5,4.0
2017-05-13,1.875,0.91,1.5,4.0
2017-05-14,1.875,0.91,1.5,4.0
2017-05-15,1.875,0.91,1.5,4.0
2017-05-16,1.875,0.91,1.5,4.0
2017-05-17,1.875,0.91,1.5,4.0
2017-05-18,1.875,0.91,1.5,4.0
2017-05-19,1.875,0.91,1.5,4.0
2017-05-20,1.875,0.91,1.5,4.0
2017-05-21,1.875,0.91,1.5,4.0
2017-05-22,1.875,0.91,1.5,4.0
2017-05-23,1.875,0.91,1.5,4.0
2017-05-24,1.875,0.91,1.5,4.0
2017-05-25,1.875,0.91,1.5,4.0
2017-05-26,1.875,0.91,1.5,4.0
2017-05-27,1.875,0.91,1.5,4.0
2017-05-28,1.875,0.91,1.5,4.0
2017-05-29,1.875,0.91,1.5,4.0
2017-05-30,1.875,0.91,1.5,4.0
2017-05-31,1.875,0.83,1.5,4.0
2017-06-01,1.633,0.91,1.5,4.0
2017-06-02,1.633,0.91,1.5,4.0
2017-06-03,1.633,0.91,1.5,4.0
2017-06-04,1.633,0.91,1.5,4.0
2017-06-05,1.633,0.91,1.5,4.0
2017-06-06,1.633,0.91,1.5,4.0
2017-06-07,1.633,0.91,1.5,4.0
2017-06-08,1.633,0.91,1.5,4.0
2017-06-09,1.633,0.91,1.5,4.0
2017-06-10,1.633,0.91,1.5,4.0
2017-06-11,1.633,0.91,1.5,4.0
2017-06-12,1.633,0.91,1.5,4.0
2017-06-13,1.633,0.91,1.5,4.0
2017-06-14,1.633,0.91,1.5,4.0
2017-06-15,1.633,1.16,1.75,4.25
2017-06-16,1.633,1.16,1.75,4.25
2017-06-17,1.633,1.16,1.75,4.25
2017-06-18,1.633,1.16,1.75,4.25
2017-06-19,1.633,1.16,1.75,4.25
2017-06-20,1.633,1.16,1.75,4.25
2017-06-21,1.633,1.16,1.75,4.25
2017-06-22,1.633,1.16,1.75,4.25
2017-06-23,1.633,1.16,1.75,4.25
2017-06-24,1.633,1.16,1.75,4.25
2017-06-25,1.633,1.16,1.75,4.25
2017-06-26,1.633,1.16,1.75,4.25
2017-06-27,1.633,1.16,1.75,4.25
2017-06-28,1.633,1.16,1.75,4.25
2017-06-29,1.633,1.16,1.75,4.25
2017-06-30,1.633,1.06,1.75,4.25
2017-07-01,1.728,1.06,1.75,4.25
2017-07-02,1.728,1.06,1.75,4.25
2017-07-03,1.728,1.16,1.75,4.25
2017-07-04,1.728,1.16,1.75,4.25
2017-07-05,1.728,1.16,1.75,4.25
2017-07-06,1.728,1.16,1.75,4.25
2017-07-07,1.728,1.16,1.75,4.25
2017-07-08,1.728,1.16,1.75,4.25
2017-07-09,1.728,1.16,1.75,4.25
2017-07-10,1.728,1.16,1.75,4.25
2017-07-11,1.728,1.16,1.75,4.25
2017-07-12,1.728,1.16,1.75,4.25
2017-07-13,1.728,1.16,1.75,4.25
2017-07-14,1.728,1.16,1.75,4.25
2017-07-15,1.728,1.16,1.75,4.25
2017-07-16,1.728,1.16,1.75,4.25
2017-07-17,1.728,1.16,1.75,4.25
2017-07-18,1.728,1.16,1.75,4.25
2017-07-19,1.728,1.16,1.75,4.25
2017-07-20,1.728,1.16,1.75,4.25
2017-07-21,1.728,1.16,1.75,4.25
2017-07-22,1.728,1.16,1.75,4.25
2017-07-23,1.728,1.16,1.75,4.25
2017-07-24,1.728,1.16,1.75,4.25
2017-07-25,1.728,1.16,1.75,4.25
2017-07-26,1.728,1.16,1.75,4.25
2017-07-27,1.728,1.16,1.75,4.25
2017-07-28,1.728,1.16,1.75,4.25
2017-07-29,1.728,1.16,1.75,4.25
2017-07-30,1.728,1.16,1.75,4.25
2017-07-31,1.728,1.07,1.75,4.25
2017-08-01,1.939,1.16,1.75,4.25
2017-08-02,1.939,1.16,1.75,4.25
2017-08-03,1.939,1.16,1.75,4.25
2017-08-04,1.939,1.16,1.75,4.25
2017-08-05,1.939,1.16,1.75,4.25
2017-08-06,1.939,1.16,1.75,4.25
2017-08-07,1.939,1.16,1.75,4.25
2017-08-08,1.939,1.16,1.75,4.25
2017-08-09,1.939,1.16,1.75,4.25
2017-08-10,1.939,1.16,1.75,4.25
2017-08-11,1.939,1.16,1.75,4.25
2017-08-12,1.939,1.16,1.75,4.25
2017-08-13,1.939,1.16,1.75,4.25
2017-08-14,1.939,1.16,1.75,4.25
2017-08-15,1.939,1.16,1.75,4.25
2017-08-16,1.939,1.16,1.75,4.25
2017-08-17,1.939,1.16,1.75,4.25
2017-08-18,1.939,1.16,1.75,4.25
2017-08-19,1.939,1.16,1.75,4.25
2017-08-20,1.939,1.16,1.75,4.25
2017-08-21,1.939,1.16,1.75,4.25
2017-08-22,1.939,1.16,1.75,4.25
2017-08-23,1.939,1.16,1.75,4.25
2017-08-24,1.939,1.16,1.75,4.25
2017-08-25,1.939,1.16,1.75,4.25
2017-08-26,1.939,1.16,1.75,4.25
2017-08-27,1.939,1.16,1.75,4.25
2017-08-28,1.939,1.16,1.75,4.25
2017-08-29,1.939,1.16,1.75,4.25
2017-08-30,1.939,1.16,1.75,4.25
2017-08-31,1.939,1.07,1.75,4.25
2017-09-01,2.233,1.16,1.75,4.25
2017-09-02,2.233,1.16,1.75,4.25
2017-09-03,2.233,1.16,1.75,4.25
2017-09-04,2.233,1.16,1.75,4.25
2017-09-05,2.233,1.16,1.75,4.25
2017-09-06,2.233,1.16,1.75,4.25
2017-09-07,2.233,1.16,1.75,4.25
2017-09-08,2.233,1.16,1.75,4.25
2017-09-09,2.233,1.16,1.75,4.25
2017-09-10,2.233,1.16,1.75,4.25
2017-09-11,2.233,1.16,1.75,4.25
2017-09-12,2.233,1.16,1.75,4.25
2017-09-13,2.233,1.16,1.75,4.25
2017-09-14,2.233,1.16,1.75,4.25
2017-09-15,2.233,1.16,1.75,4.25
2017-09-16,2.233,1.16,1.75,4.25
2017-09-17,2.233,1.16,1.75,4.25
2017-09-18,2.233,1.16,1.75,4.25
2017-09-19,2.233,1.16,1.75,4.25
2017-09-20,2.233,1.16,1.75,4.25
2017-09-21,2.233,1.16,1.75,4.25
2017-09-22,2.233,1.16,1.75,4.25
2017-09-23,2.233,1.16,1.75,4.25
2017-09-24,2.233,1.16,1.75,4.25
2017-09-25,2.233,1.16,1.75,4.25
2017-09-26,2.233,1.16,1.75,4.25
2017-09-27,2.233,1.16,1.75,4.25
2017-09-28,2.233,1.16,1.75,4.25
2017-09-29,2.233,1.06,1.75,4.25
2017-09-30,2.233,1.06,1.75,4.25
2017-10-01,2.041,1.06,1.75,4.25
2017-10-02,2.041,1.16,1.75,4.25
2017-10-03,2.041,1.16,1.75,4.25
2017-10-04,2.041,1.16,1.75,4.25
2017-10-05,2.041,1.16,1.75,4.25
2017-10-06,2.041,1.16,1.75,4.25
2017-10-07,2.041,1.16,1.75,4.25
2017-10-08,2.041,1.16,1.75,4.25
2017-10-09,2.041,1.16,1.75,4.25
2017-10-10,2.041,1.16,1.75,4.25
2017-10-11,2.041,1.16,1.75,4.25
2017-10-12,2.041,1.16,1.75,4.25
2017-10-13,2.041,1.16,1.75,4.25
2017-10-14,2.041,1.16,1.75,4.25
2017-10-15,2.041,1.16,1.75,4.25
2017-10-16,2.041,1.16,1.75,4.25
2017-10-17,2.041,1.16,1.75,4.25
2017-10-18,2.041,1.16,1.75,4.25
2017-10-19,2.041,1.16,1.75,4.25
2017-10-20,2.041,1.16,1.75,4.25
2017-10-21,2.041,1.16,1.75,4.25
2017-10-22,2.041,1.16,1.75,4.25
2017-10-23,2.041,1.16,1.75,4.25
2017-10-24,2.041,1.16,1.75,4.25
2017-10-25,2.041,1.16,1.75,4.25
2017-10-26,2.041,1.16,1.75,4.25
2017-10-27,2.041,1.16,1.75,4.25
2017-10-28,2.041,1.16,1.75,4.25
2017-10-29,2.041,1.16,1.75,4.25
2017-10-30,2.041,1.16,1.75,4.25
2017-10-31,2.041,1.07,1.75,4.25
2017-11-01,2.203,1.16,1.75,4.25
2017-11-02,2.203,1.16,1.75,4.25
2017-11-03,2.203,1.16,1.75,4.25
2017-11-04,2.203,1.16,1.75,4.25
2017-11-05,2.203,1.16,1.75,4.25
2017-11-06,2.203,1.16,1.75,4.25
2017-11-07,2.203,1.16,1.75,4.25
2017-11-08,2.203,1.16,1.75,4.25
2017-11-09,2.203,1.16,1.75,4.25
2017-11-10,2.203,1.16,1.75,4.25
2017-11-11,2.203,1.16,1.75,4.25
2017-11-12,2.203,1.16,1.75,4.25
2017-11-13,2.203,1.16,1.75,4.25
2017-11-14,2.203,1.16,1.75,4.25
2017-11-15,2.203,1.16,1.75,4.25
2017-11-16,2.203,1.16,1.75,4.25
2017-11-17,2.203,1.16,1.75,4.25
2017-11-18,2.203,1.16,1.75,4.25
2017-11-19,2.203,1.16,1.75,4.25
2017-11-20,2.203,1.16,1.75,4.25
2017-11-21,2.203,1.16,1.75,4.25
2017-11-22,2.203,1.16,1.75,4.25
2017-11-23,2.203,1.16,1.75,4.25
2017-11-24,2.203,1.16,1.75,4.25
2017-11-25,2.203,1.16,1.75,4.25
2017-11-26,2.203,1.16,1.75,4.25
2017-11-27,2.203,1.16,1.75,4.25
2017-11-28,2.203,1.16,1.75,4.25
2017-11-29,2.203,1.16,1.75,4.25
2017-11-30,2.203,1.07,1.75,4.25
2017-12-01,2.109,1.16,1.75,4.25
2017-12-02,2.109,1.16,1.75,4.25
2017-12-03,2.109,1.16,1.75,4.25
2017-12-04,2.109,1.16,1.75,4.25
2017-12-05,2.109,1.16,1.75,4.25
2017-12-06,2.109,1.16,1.75,4.25
2017-12-07,2.109,1.16,1.75,4.25
2017-12-08,2.109,1.16,1.75,4.25
2017-12-09,2.109,1.16,1.75,4.25
2017-12-10,2.109,1.16,1.75,4.25
2017-12-11,2.109,1.16,1.75,4.25
2017-12-12,2.109,1.17,1.75,4.25
2017-12-13,2.109,1.17,1.75,4.25
2017-12-14,2.109,1.41,2.0,4.5
2017-12-15,2.109,1.41,2.0,4.5
2017-12-16,2.109,1.41,2.0,4.5
2017-12-17,2.109,1.41,2.0,4.5
2017-12-18,2.109,1.42,2.0,4.5
2017-12-19,2.109,1.42,2.0,4.5
2017-12-20,2.109,1.42,2.0,4.5
2017-12-21,2.109,1.42,2.0,4.5
2017-12-22,2.109,1.42,2.0,4.5
2017-12-23,2.109,1.42,2.0,4.5
2017-12-24,2.109,1.42,2.0,4.5
2017-12-25,2.109,1.42,2.0,4.5
2017-12-26,2.109,1.42,2.0,4.5
2017-12-27,2.109,1.42,2.0,4.5
2017-12-28,2.109,1.42,2.0,4.5
2017-12-29,2.109,1.33,2.0,4.5
2017-12-30,2.109,1.33,2.0,4.5
2017-12-31,2.109,1.33,2.0,4.5
2018-01-01,2.071,1.33,2.0,4.5
2018-01-02,2.071,1.42,2.0,4.5
2018-01-03,2.071,1.42,2.0,4.5
2018-01-04,2.071,1.42,2.0,4.5
2018-01-05,2.071,1.42,2.0,4.5
2018-01-06,2.071,1.42,2.0,4.5
2018-01-07,2.071,1.42,2.0,4.5
2018-01-08,2.071,1.42,2.0,4.5
2018-01-09,2.071,1.42,2.0,4.5
2018-01-10,2.071,1.42,2.0,4.5
2018-01-11,2.071,1.42,2.0,4.5
2018-01-12,2.071,1.42,2.0,4.5
2018-01-13,2.071,1.42,2.0,4.5
2018-01-14,2.071,1.42,2.0,4.5
2018-01-15,2.071,1.42,2.0,4.5
2018-01-16,2.071,1.42,2.0,4.5
2018-01-17,2.071,1.42,2.0,4.5
2018-01-18,2.071,1.42,2.0,4.5
2018-01-19,2.071,1.42,2.0,4.5
2018-01-20,2.071,1.42,2.0,4.5
2018-01-21,2.071,1.42,2.0,4.5
2018-01-22,2.071,1.42,2.0,4.5
2018-01-23,2.071,1.42,2.0,4.5
2018-01-24,2.071,1.42,2.0,4.5
2018-01-25,2.071,1.42,2.0,4.5
2018-01-26,2.071,1.42,2.0,4.5
2018-01-27,2.071,1.42,2.0,4.5
2018-01-28,2.071,1.42,2.0,4.5
2018-01-29,2.071,1.42,2.0,4.5
2018-01-30,2.071,1.42,2.0,4.5
2018-01-31,2.071,1.34,2.0,4.5
2018-02-01,2.212,1.42,2.0,4.5
2018-02-02,2.212,1.42,2.0,4.5
2018-02-03,2.212,1.42,2.0,4.5
2018-02-04,2.212,1.42,2.0,4.5
2018-02-05,2.212,1.42,2.0,4.5
2018-02-06,2.212,1.42,2.0,4.5
2018-02-07,2.212,1.42,2.0,4.5
2018-02-08,2.212,1.42,2.0,4.5
2018-02-09,2.212,1.42,2.0,4.5
2018-02-10,2.212,1.42,2.0,4.5
2018-02-11,2.212,1.42,2.0,4.5
2018-02-12,2.212,1.42,2.0,4.5
2018-02-13,2.212,1.42,2.0,4.5
2018-02-14,2.212,1.42,2.0,4.5
2018-02-15,2.212,1.42,2.0,4.5
2018-02-16,2.212,1.42,2.0,4.5
2018-02-17,2.212,1.42,2.0,4.5
2018-02-18,2.212,1.42,2.0,4.5
2018-02-19,2.212,1.42,2.0,4.5
2018-02-20,2.212,1.42,2.0,4.5
2018-02-21,2.212,1.42,2.0,4.5
2018-02-22,2.212,1.42,2.0,4.5
2018-02-23,2.212,1.42,2.0,4.5
2018-02-24,2.212,1.42,2.0,4.5
2018-02-25,2.212,1.42,2.0,4.5
2018-02-26,2.212,1.42,2.0,4.5
2018-02-27,2.212,1.42,2.0,4.5
2018-02-28,2.212,1.35,2.0,4.5
2018-03-01,2.36,1.42,2.0,4.5
2018-03-02,2.36,1.42,2.0,4.5
2018-03-03,2.36,1.42,2.0,4.5
2018-03-04,2.36,1.42,2.0,4.5
2018-03-05,2.36,1.42,2.0,4.5
2018-03-06,2.36,1.42,2.0,4.5
2018-03-07,2.36,1.42,2.0,4.5
2018-03-08,2.36,1.42,2.0,4.5
2018-03-09,2.36,1.42,2.0,4.5
2018-03-10,2.36,1.42,2.0,4.5
2018-03-11,2.36,1.42,2.0,4.5
2018-03-12,2.36,1.42,2.0,4.5
2018-03-13,2.36,1.42,2.0,4.5
2018-03-14,2.36,1.42,2.0,4.5
2018-03-15,2.36,1.43,2.0,4.5
2018-03-16,2.36,1.43,2.0,4.5
2018-03-17,2.36,1.43,2.0,4.5
2018-03-18,2.36,1.43,2.0,4.5
2018-03-19,2.36,1.43,2.0,4.5
2018-03-20,2.36,1.44,2.0,4.5
2018-03-21,2.36,1.44,2.0,4.5
2018-03-22,2.36,1.68,2.25,4.75
2018-03-23,2.36,1.68,2.25,4.75
2018-03-24,2.36,1.68,2.25,4.75
2018-03-25,2.36,1.68,2.25,4.75
2018-03-26,2.36,1.68,2.25,4.75
2018-03-27,2.36,1.68,2.25,4.75
2018-03-28,2.36,1.68,2.25,4.75
2018-03-29,2.36,1.68,2.25,4.75
2018-03-30,2.36,1.67,2.25,4.75
2018-03-31,2.36,1.67,2.25,4.75
2018-04-01,2.463,1.67,2.25,4.75
2018-04-02,2.463,1.68,2.25,4.75
2018-04-03,2.463,1.69,2.25,4.75
2018-04-04,2.463,1.69,2.25,4.75
2018-04-05,2.463,1.69,2.25,4.75
2018-04-06,2.463,1.69,2.25,4.75
2018-04-07,2.463,1.69,2.25,4.75
2018-04-08,2.463,1.69,2.25,4.75
2018-04-09,2.463,1.69,2.25,4.75
2018-04-10,2.463,1.69,2.25,4.75
2018-04-11,2.463,1.69,2.25,4.75
2018-04-12,2.463,1.69,2.25,4.75
2018-04-13,2.463,1.69,2.25,4.75
2018-04-14,2.463,1.69,2.25,4.75
2018-04-15,2.463,1.69,2.25,4.75
2018-04-16,2.463,1.69,2.25,4.75
2018-04-17,2.463,1.69,2.25,4.75
2018-04-18,2.463,1.69,2.25,4.75
2018-04-19,2.463,1.69,2.25,4.75
2018-04-20,2.463,1.7,2.25,4.75
2018-04-21,2.463,1.7,2.25,4.75
2018-04-22,2.463,1.7,2.25,4.75
2018-04-23,2.463,1.7,2.25,4.75
2018-04-24,2.463,1.7,2.25,4.75
2018-04-25,2.463,1.7,2.25,4.75
2018-04-26,2.463,1.7,2.25,4.75
2018-04-27,2.463,1.7,2.25,4.75
2018-04-28,2.463,1.7,2.25,4.75
2018-04-29,2.463,1.7,2.25,4.75
2018-04-30,2.463,1.69,2.25,4.75
2018-05-01,2.801,1.7,2.25,4.75
2018-05-02,2.801,1.7,2.25,4.75
2018-05-03,2.801,1.7,2.25,4.75
2018-05-04,2.801,1.7,2.25,4.75
2018-05-05,2.801,1.7,2.25,4.75
2018-05-06,2.801,1.7,2.25,4.75
2018-05-07,2.801,1.7,2.25,4.75
2018-05-08,2.801,1.7,2.25,4.75
2018-05-09,2.801,1.7,2.25,4.75
2018-05-10,2.801,1.7,2.25,4.75
2018-05-11,2.801,1.7,2.25,4.75
2018-05-12,2.801,1.7,2.25,4.75
2018-05-13,2.801,1.7,2.25,4.75
2018-05-14,2.801,1.7,2.25,4.75
2018-05-15,2.801,1.7,2.25,4.75
2018-05-16,2.801,1.7,2.25,4.75
2018-05-17,2.801,1.7,2.25,4.75
2018-05-18,2.801,1.7,2.25,4.75
2018-05-19,2.801,1.7,2.25,4.75
2018-05-20,2.801,1.7,2.25,4.75
2018-05-21,2.801,1.7,2.25,4.75
2018-05-22,2.801,1.7,2.25,4.75
2018-05-23,2.801,1.7,2.25,4.75
2018-05-24,2.801,1.7,2.25,4.75
2018-05-25,2.801,1.7,2.25,4.75
2018-05-26,2.801,1.7,2.25,4.75
2018-05-27,2.801,1.7,2.25,4.75
2018-05-28,2.801,1.7,2.25,4.75
2018-05-29,2.801,1.7,2.25,4.75
2018-05-30,2.801,1.7,2.25,4.75
2018-05-31,2.801,1.7,2.25,4.75
2018-06-01,2.872,1.7,2.25,4.75
2018-06-02,2.872,1.7,2.25,4.75
2018-06-03,2.872,1.7,2.25,4.75
2018-06-04,2.872,1.7,2.25,4.75
2018-06-05,2.872,1.7,2.25,4.75
2018-06-06,2.872,1.7,2.25,4.75
2018-06-07,2.872,1.7,2.25,4.75
2018-06-08,2.872,1.7,2.25,4.75
2018-06-09,2.872,1.7,2.25,4.75
2018-06-10,2.872,1.7,2.25,4.75
2018-06-11,2.872,1.7,2.25,4.75
2018-06-12,2.872,1.7,2.25,4.75
2018-06-13,2.872,1.7,2.25,4.75
2018-06-14,2.872,1.9,2.5,5.0
2018-06-15,2.872,1.9,2.5,5.0
2018-06-16,2.872,1.9,2.5,5.0
2018-06-17,2.872,1.9,2.5,5.0
2018-06-18,2.872,1.9,2.5,5.0
2018-06-19,2.872,1.91,2.5,5.0
2018-06-20,2.872,1.92,2.5,5.0
2018-06-21,2.872,1.92,2.5,5.0
2018-06-22,2.872,1.92,2.5,5.0
2018-06-23,2.872,1.92,2.5,5.0
2018-06-24,2.872,1.92,2.5,5.0
2018-06-25,2.872,1.92,2.5,5.0
2018-06-26,2.872,1.92,2.5,5.0
2018-06-27,2.872,1.91,2.5,5.0
2018-06-28,2.872,1.91,2.5,5.0
2018-06-29,2.872,1.91,2.5,5.0
2018-06-30,2.872,1.91,2.5,5.0
2018-07-01,2.95,1.91,2.5,5.0
2018-07-02,2.95,1.91,2.5,5.0
2018-07-03,2.95,1.91,2.5,5.0
2018-07-04,2.95,1.91,2.5,5.0
2018-07-05,2.95,1.91,2.5,5.0
2018-07-06,2.95,1.91,2.5,5.0
2018-07-07,2.95,1.91,2.5,5.0
2018-07-08,2.95,1.91,2.5,5.0
2018-07-09,2.95,1.91,2.5,5.0
2018-07-10,2.95,1.91,2.5,5.0
2018-07-11,2.95,1.91,2.5,5.0
2018-07-12,2.95,1.91,2.5,5.0
2018-07-13,2.95,1.91,2.5,5.0
2018-07-14,2.95,1.91,2.5,5.0
2018-07-15,2.95,1.91,2.5,5.0
2018-07-16,2.95,1.91,2.5,5.0
2018-07-17,2.95,1.91,2.5,5.0
2018-07-18,2.95,1.91,2.5,5.0
2018-07-19,2.95,1.91,2.5,5.0
2018-07-20,2.95,1.91,2.5,5.0
2018-07-21,2.95,1.91,2.5,5.0
2018-07-22,2.95,1.91,2.5,5.0
2018-07-23,2.95,1.91,2.5,5.0
2018-07-24,2.95,1.91,2.5,5.0
2018-07-25,2.95,1.91,2.5,5.0
2018-07-26,2.95,1.91,2.5,5.0
2018-07-27,2.95,1.91,2.5,5.0
2018-07-28,2.95,1.91,2.5,5.0
2018-07-29,2.95,1.91,2.5,5.0
2018-07-30,2.95,1.91,2.5,5.0
2018-07-31,2.95,1.91,2.5,5.0
2018-08-01,2.699,1.91,2.5,5.0
2018-08-02,2.699,1.91,2.5,5.0
2018-08-03,2.699,1.91,2.5,5.0
2018-08-04,2.699,1.91,2.5,5.0
2018-08-05,2.699,1.91,2.5,5.0
2018-08-06,2.699,1.91,2.5,5.0
2018-08-07,2.699,1.91,2.5,5.0
2018-08-08,2.699,1.91,2.5,5.0
2018-08-09,2.699,1.91,2.5,5.0
2018-08-10,2.699,1.91,2.5,5.0
2018-08-11,2.699,1.91,2.5,5.0
2018-08-12,2.699,1.91,2.5,5.0
2018-08-13,2.699,1.91,2.5,5.0
2018-08-14,2.699,1.91,2.5,5.0
2018-08-15,2.699,1.91,2.5,5.0
2018-08-16,2.699,1.92,2.5,5.0
2018-08-17,2.699,1.92,2.5,5.0
2018-08-18,2.699,1.92,2.5,5.0
2018-08-19,2.699,1.92,2.5,5.0
2018-08-20,2.699,1.92,2.5,5.0
2018-08-21,2.699,1.92,2.5,5.0
2018-08-22,2.699,1.92,2.5,5.0
2018-08-23,2.699,1.92,2.5,5.0
2018-08-24,2.699,1.92,2.5,5.0
2018-08-25,2.699,1.92,2.5,5.0
2018-08-26,2.699,1.92,2.5,5.0
2018-08-27,2.699,1.92,2.5,5.0
2018-08-28,2.699,1.92,2.5,5.0
2018-08-29,2.699,1.92,2.5,5.0
2018-08-30,2.699,1.92,2.5,5.0
2018-08-31,2.699,1.91,2.5,5.0
2018-09-01,2.277,1.91,2.5,5.0
2018-09-02,2.277,1.91,2.5,5.0
2018-09-03,2.277,1.91,2.5,5.0
2018-09-04,2.277,1.92,2.5,5.0
2018-09-05,2.277,1.92,2.5,5.0
2018-09-06,2.277,1.92,2.5,5.0
2018-09-07,2.277,1.92,2.5,5.0
2018-09-08,2.277,1.92,2.5,5.0
2018-09-09,2.277,1.92,2.5,5.0
2018-09-10,2.277,1.92,2.5,5.0
2018-09-11,2.277,1.92,2.5,5.0
2018-09-12,2.277,1.92,2.5,5.0
2018-09-13,2.277,1.92,2.5,5.0
2018-09-14,2.277,1.92,2.5,5.0
2018-09-15,2.277,1.92,2.5,5.0
2018-09-16,2.277,1.92,2.5,5.0
2018-09-17,2.277,1.92,2.5,5.0
2018-09-18,2.277,1.92,2.5,5.0
2018-09-19,2.277,1.92,2.5,5.0
2018-09-20,2.277,1.92,2.5,5.0
2018-09-21,2.277,1.92,2.5,5.0
2018-09-22,2.277,1.92,2.5,5.0
2018-09-23,2.277,1.92,2.5,5.0
2018-09-24,2.277,1.93,2.5,5.0
2018-09-25,2.277,1.93,2.5,5.0
2018-09-26,2.277,1.93,2.5,5.0
2018-09-27,2.277,2.18,2.75,5.25
2018-09-28,2.277,2.18,2.75,5.25
2018-09-29,2.277,2.18,2.75,5.25
2018-09-30,2.277,2.18,2.75,5.25
2018-10-01,2.522,2.18,2.75,5.25
2018-10-02,2.522,2.18,2.75,5.25
2018-10-03,2.522,2.18,2.75,5.25
2018-10-04,2.522,2.18,2.75,5.25
2018-10-05,2.522,2.18,2.75,5.25
2018-10-06,2.522,2.18,2.75,5.25
2018-10-07,2.522,2.18,2.75,5.25
2018-10-08,2.522,2.18,2.75,5.25
2018-10-09,2.522,2.18,2.75,5.25
2018-10-10,2.522,2.18,2.75,5.25
2018-10-11,2.522,2.18,2.75,5.25
2018-10-12,2.522,2.18,2.75,5.25
2018-10-13,2.522,2.18,2.75,5.25
2018-10-14,2.522,2.18,2.75,5.25
2018-10-15,2.522,2.18,2.75,5.25
2018-10-16,2.522,2.18,2.75,5.25
2018-10-17,2.522,2.19,2.75,5.25
2018-10-18,2.522,2.19,2.75,5.25
2018-10-19,2.522,2.19,2.75,5.25
2018-10-20,2.522,2.19,2.75,5.25
2018-10-21,2.522,2.19,2.75,5.25
2018-10-22,2.522,2.19,2.75,5.25
2018-10-23,2.522,2.2,2.75,5.25
2018-10-24,2.522,2.2,2.75,5.25
2018-10-25,2.522,2.2,2.75,5.25
2018-10-26,2.522,2.2,2.75,5.25
2018-10-27,2.522,2.2,2.75,5.25
2018-10-28,2.522,2.2,2.75,5.25
2018-10-29,2.522,2.2,2.75,5.25
2018-10-30,2.522,2.2,2.75,5.25
2018-10-31,2.522,2.2,2.75,5.25
2018-11-01,2.177,2.2,2.75,5.25
2018-11-02,2.177,2.19,2.75,5.25
2018-11-03,2.177,2.19,2.75,5.25
2018-11-04,2.177,2.19,2.75,5.25
2018-11-05,2.177,2.2,2.75,5.25
2018-11-06,2.177,2.2,2.75,5.25
2018-11-07,2.177,2.2,2.75,5.25
2018-11-08,2.177,2.2,2.75,5.25
2018-11-09,2.177,2.19,2.75,5.25
2018-11-10,2.177,2.19,2.75,5.25
2018-11-11,2.177,2.19,2.75,5.25
2018-11-12,2.177,2.19,2.75,5.25
2018-11-13,2.177,2.2,2.75,5.25
2018-11-14,2.177,2.2,2.75,5.25
2018-11-15,2.177,2.2,2.75,5.25
2018-11-16,2.177,2.2,2.75,5.25
2018-11-17,2.177,2.2,2.75,5.25
2018-11-18,2.177,2.2,2.75,5.25
2018-11-19,2.177,2.2,2.75,5.25
2018-11-20,2.177,2.2,2.75,5.25
2018-11-21,2.177,2.2,2.75,5.25
2018-11-22,2.177,2.2,2.75,5.25
2018-11-23,2.177,2.2,2.75,5.25
2018-11-24,2.177,2.2,2.75,5.25
2018-11-25,2.177,2.2,2.75,5.25
2018-11-26,2.177,2.2,2.75,5.25
2018-11-27,2.177,2.2,2.75,5.25
2018-11-28,2.177,2.2,2.75,5.25
2018-11-29,2.177,2.2,2.75,5.25
2018-11-30,2.177,2.2,2.75,5.25
2018-12-01,1.91,2.2,2.75,5.25
2018-12-02,1.91,2.2,2.75,5.25
2018-12-03,1.91,2.19,2.75,5.25
2018-12-04,1.91,2.2,2.75,5.25
2018-12-05,1.91,2.2,2.75,5.25
2018-12-06,1.91,2.2,2.75,5.25
2018-12-07,1.91,2.19,2.75,5.25
2018-12-08,1.91,2.19,2.75,5.25
2018-12-09,1.91,2.19,2.75,5.25
2018-12-10,1.91,2.2,2.75,5.25
2018-12-11,1.91,2.19,2.75,5.25
2018-12-12,1.91,2.19,2.75,5.25
2018-12-13,1.91,2.19,2.75,5.25
2018-12-14,1.91,2.19,2.75,5.25
2018-12-15,1.91,2.19,2.75,5.25
2018-12-16,1.91,2.19,2.75,5.25
2018-12-17,1.91,2.2,2.75,5.25
2018-12-18,1.91,2.2,2.75,5.25
2018-12-19,1.91,2.2,2.75,5.25
2018-12-20,1.91,2.4,3.0,5.5
2018-12-21,1.91,2.4,3.0,5.5
2018-12-22,1.91,2.4,3.0,5.5
2018-12-23,1.91,2.4,3.0,5.5
2018-12-24,1.91,2.4,3.0,5.5
2018-12-25,1.91,2.4,3.0,5.5
2018-12-26,1.91,2.4,3.0,5.5
2018-12-27,1.91,2.4,3.0,5.5
2018-12-28,1.91,2.4,3.0,5.5
2018-12-29,1.91,2.4,3.0,5.5
2018-12-30,1.91,2.4,3.0,5.5
